,Account Number,Transaction Date,Value,Current Balance
29390,68891568,2023-02-05,,907.48
29405,68928221,2023-02-05,,552.21
29420,68962066,2023-02-05,,942.05
29435,68973836,2023-02-05,197.45,1746.83
29450,69008969,2023-02-05,,431.19
29465,69090518,2023-02-05,-59.47,289.66
29480,69118170,2023-02-05,,204.46
29495,69153577,2023-02-05,-112.45,290.07
29510,69302678,2023-02-05,62.49,630.57
29525,69306093,2023-02-05,161.46,350.92
29540,69307050,2023-02-05,,475.4
29555,69315008,2023-02-05,101.45,2184.74
29570,69344396,2023-02-05,-138.9,1453.61
29585,69362270,2023-02-05,-17.25,214.35
29600,69446767,2023-02-05,,755.9100000000001
29615,69447534,2023-02-05,,-159.16000000000005
29630,69468071,2023-02-05,111.92,683.66
29645,69492532,2023-02-05,,461.98
29660,69533742,2023-02-05,112.73,1955.5
29675,69540137,2023-02-05,,460.64
29690,69556322,2023-02-05,,1091.63
29705,69561077,2023-02-05,1917.1,2422.09
29720,69588947,2023-02-05,,732.72
29735,69617552,2023-02-05,,764.67
29750,69647833,2023-02-05,,904.59
29765,69648759,2023-02-05,,774.31
29780,69664627,2023-02-05,,766.98
29795,69665438,2023-02-05,-75.94,83.70999999999998
29810,69683385,2023-02-05,,574.0
29825,69730266,2023-02-05,,637.24
29840,69796371,2023-02-05,109.76,2137.09
29855,69806946,2023-02-05,,971.49
29870,69939682,2023-02-05,,828.9599999999999
29885,70010970,2023-02-05,,114.23
29900,70013367,2023-02-05,,-31.90000000000001
29915,70034563,2023-02-05,-137.98,708.67
29930,70049609,2023-02-05,,226.63
29945,70123664,2023-02-05,,143.06
29960,70129567,2023-02-05,,707.52
29975,70163139,2023-02-05,116.16,876.24
29990,70185446,2023-02-05,,863.26
30005,70214700,2023-02-05,,-1187.1
30020,70217229,2023-02-05,,936.23
30035,70221848,2023-02-05,23.13,819.4200000000001
30050,70231750,2023-02-05,,-2957.8700000000003
30065,70331285,2023-02-05,,537.34
30080,70351135,2023-02-05,128.72,302.21
30095,70375931,2023-02-05,92.89,1073.1
30110,70384410,2023-02-05,,711.5500000000001
30125,70385129,2023-02-05,,373.91
30140,70409852,2023-02-05,,581.4499999999999
30155,70469258,2023-02-05,2112.8,2909.94
30170,70505401,2023-02-05,,138.85
30185,70554021,2023-02-05,129.49,173.75
30200,70567557,2023-02-05,,984.3
30215,70571486,2023-02-05,,521.09
30230,70624878,2023-02-05,190.77,1186.56
30245,70643766,2023-02-05,,-48.22
30260,70652524,2023-02-05,157.41000000000003,500.27
30275,70665892,2023-02-05,,735.59
30290,70719064,2023-02-05,,2196.06
30305,70749706,2023-02-05,,721.71
30320,70905083,2023-02-05,,1008.48
30335,70920653,2023-02-05,,391.09
30350,70925461,2023-02-05,,290.99
30365,70954264,2023-02-05,,107.39999999999998
30380,70989002,2023-02-05,400.48,509.46
30395,71014167,2023-02-05,,666.56
30410,71045135,2023-02-05,,98.76
30425,71051904,2023-02-05,,-44.92
30440,71082437,2023-02-05,,829.1700000000001
30455,71135606,2023-02-05,,477.22
30470,71137421,2023-02-05,,208.37
30485,71161073,2023-02-05,,668.26
30500,71183710,2023-02-05,,707.6999999999999
30515,71213535,2023-02-05,,686.81
30530,71247681,2023-02-05,,840.9599999999999
30545,71264941,2023-02-05,,619.4
30560,71266283,2023-02-05,134.86,1849.63
30575,71280775,2023-02-05,-114.23,402.19
30590,71293250,2023-02-05,,680.14
30605,71332337,2023-02-05,,661.23
30620,71381278,2023-02-05,,526.12
30635,71383376,2023-02-05,,1012.0
30650,71394875,2023-02-05,68.75,940.84
30665,71444662,2023-02-05,,-1071.6
30680,71469803,2023-02-05,33.13000000000001,47.92000000000001
30695,71536854,2023-02-05,,42.99
30710,71562080,2023-02-05,,415.86
30725,71594658,2023-02-05,,392.66
30740,71643841,2023-02-05,,393.87
30755,71675127,2023-02-05,,497.43
30770,71718483,2023-02-05,,2911.85
30785,71791483,2023-02-05,,938.73
30800,71792376,2023-02-05,,-123.19
30815,71825742,2023-02-05,,864.03
30830,71852263,2023-02-05,,676.77
30845,71868471,2023-02-05,-1315.1,-840.78
30860,71913103,2023-02-05,,122.91
30875,71934515,2023-02-05,59.47,400.46
30890,71939863,2023-02-05,110.09,362.62
30905,72008772,2023-02-05,,2293.7
30920,72050477,2023-02-05,,-10.72999999999999
30935,72055977,2023-02-05,,172.73
30950,72087700,2023-02-05,,359.55
30965,72120467,2023-02-05,,264.9
30980,72164482,2023-02-05,,451.6
30995,72176895,2023-02-05,,174.69
31010,72208029,2023-02-05,-139.1,-308.85
31025,72230395,2023-02-05,,797.8299999999999
31040,72268811,2023-02-05,,615.1199999999999
31055,72289791,2023-02-05,,633.9
31070,72292735,2023-02-05,,396.63
31085,72309641,2023-02-05,179.34,565.95
31100,72323206,2023-02-05,,372.97
31115,72354216,2023-02-05,-81.6,888.86
31130,72446758,2023-02-05,,893.64
31145,72450129,2023-02-05,,1016.99
31160,72466733,2023-02-05,,1054.94
31175,72526383,2023-02-05,,885.37
31190,72558185,2023-02-05,,793.9
31205,72600465,2023-02-05,,704.0400000000001
31220,72623919,2023-02-05,,730.19
31235,72627756,2023-02-05,-3.589999999999989,577.47
31250,72716288,2023-02-05,-118.55,49.14
31265,72771982,2023-02-05,-74.98,331.69
31280,72784766,2023-02-05,,200.86
31295,72799297,2023-02-05,,569.24
31310,72809561,2023-02-05,,476.04
31325,72809943,2023-02-05,,738.87
31340,72812647,2023-02-05,,144.25999999999996
31355,72856610,2023-02-05,-67.39,720.1500000000001
31370,72894034,2023-02-05,,318.35
31385,72925782,2023-02-05,-12.23,1222.89
31400,72934756,2023-02-05,,424.8899999999999
31415,72971287,2023-02-05,,1014.72
31430,72986897,2023-02-05,,560.49
31445,72995062,2023-02-05,-175.88,668.59
31460,72996601,2023-02-05,,394.18
31475,73009461,2023-02-05,,849.3299999999999
31490,73015538,2023-02-05,,320.7400000000001
31505,73039019,2023-02-05,175.88,535.88
31520,73059951,2023-02-05,,1335.29
31535,73080553,2023-02-05,,800.8199999999999
31550,73124762,2023-02-05,,10.659999999999997
31565,73208971,2023-02-05,,-77.28999999999999
31580,73234341,2023-02-05,,913.01
31595,73269307,2023-02-05,,626.86
31610,73275714,2023-02-05,,751.13
31625,73282074,2023-02-05,,61.35
31640,73321391,2023-02-05,,-92.38
31655,73328955,2023-02-05,,404.7
31670,73410227,2023-02-05,,600.65
31685,73439131,2023-02-05,,482.93
31700,73510067,2023-02-05,,1031.54
31715,73512834,2023-02-05,-6.73,53.1699999999999
31730,73534143,2023-02-05,,804.34
31745,73538236,2023-02-05,,292.51
31760,73604500,2023-02-05,,503.33
31775,73642628,2023-02-05,,300.06
31790,73652359,2023-02-05,,80.58
31805,73668192,2023-02-05,187.16,1900.47
31820,73700087,2023-02-05,,346.46000000000004
31835,73744504,2023-02-05,-54.49,216.11
31850,73762750,2023-02-05,-129.71,1530.3199999999997
31865,73782061,2023-02-05,,833.67
31880,73878828,2023-02-05,,-186.12999999999988
31895,73983591,2023-02-05,72.56,482.26
31910,73983601,2023-02-05,,430.64
31925,74012560,2023-02-05,,414.56
31940,74154906,2023-02-05,,743.84
31955,74163559,2023-02-05,,41.06
31970,74218001,2023-02-05,68.53,201.55
31985,74252410,2023-02-05,,74.64000000000004
32000,74255305,2023-02-05,,272.62
32015,74281404,2023-02-05,,361.97
32030,74304084,2023-02-05,,1014.93
32045,74365725,2023-02-05,,420.62
32060,74367877,2023-02-05,,1233.03
32075,74387481,2023-02-05,,872.66
32090,74441123,2023-02-05,,750.72
32105,74539170,2023-02-05,,486.57
32120,74544582,2023-02-05,,349.0
32135,74604471,2023-02-05,,640.1
32150,74662976,2023-02-05,,2417.0
32165,74703933,2023-02-05,,394.71
32180,74709026,2023-02-05,-53.54,291.89
32195,74768567,2023-02-05,,596.97
32210,74770758,2023-02-05,-23.74,902.34
32225,74822001,2023-02-05,,871.77
32240,75000628,2023-02-05,,14.840000000000003
32255,75004471,2023-02-05,,435.54
32270,75027308,2023-02-05,70.81,378.25
32285,75068844,2023-02-05,,852.47
32300,75094093,2023-02-05,,478.09
32315,75134291,2023-02-05,,903.25
32330,75164598,2023-02-05,,2183.76
32345,75172199,2023-02-05,-110.09,1644.91
32360,75205767,2023-02-05,,67.24000000000001
32375,75216128,2023-02-05,796.94,1468.2
32390,75223089,2023-02-05,,460.11
32405,75258542,2023-02-05,,772.67
32420,75331062,2023-02-05,,588.4200000000001
32435,75355842,2023-02-05,,514.33
32450,75394177,2023-02-05,84.35,298.58
32465,75428657,2023-02-05,,624.1800000000001
32480,75468090,2023-02-05,143.3,922.79
32495,75551521,2023-02-05,,367.75
32510,75553043,2023-02-05,,478.31000000000006
32525,75569387,2023-02-05,76.31,1923.95
32540,75573750,2023-02-05,,-511.55000000000007
32555,75687743,2023-02-05,,469.82
32570,75692380,2023-02-05,,477.28
32585,75696521,2023-02-05,,697.74
32600,75747094,2023-02-05,,-188.86999999999995
32615,75762044,2023-02-05,698.5300000000001,1561.14
32630,75782714,2023-02-05,,382.01
32645,75839704,2023-02-05,,202.34
32660,75893682,2023-02-05,,780.83
32675,75925793,2023-02-05,,395.61
32690,75946768,2023-02-05,,54.52
32705,75954317,2023-02-05,41.21,717.39
32720,75969874,2023-02-05,490.41999999999996,944.67
32735,76078639,2023-02-05,,327.97
32750,76096120,2023-02-05,-142.12,1067.42
32765,76099143,2023-02-05,61.09,467.89
32780,76122310,2023-02-05,,985.6
32795,76146870,2023-02-05,,1692.44
32810,76169332,2023-02-05,,-1024.25
32825,76206810,2023-02-05,-104.42,654.4300000000001
32840,76245103,2023-02-05,,814.75
32855,76256026,2023-02-05,76.57,39.80999999999998
32870,76257915,2023-02-05,108.03,990.77
32885,76273831,2023-02-05,,802.17
32900,76318330,2023-02-05,,-425.0799999999999
32915,76336076,2023-02-05,,288.71
32930,76342664,2023-02-05,-44.51,493.68
32945,76343783,2023-02-05,,175.74
32960,76355557,2023-02-05,,396.17
32975,76454427,2023-02-05,,267.03
32990,76470405,2023-02-05,238.67000000000002,962.42
33005,76474111,2023-02-05,-69.19,583.2299999999999
33020,76482858,2023-02-05,124.61,-391.56
33035,76524911,2023-02-05,-65.57,83.78000000000002
33050,76537084,2023-02-05,-117.8,757.5500000000001
33065,76546657,2023-02-05,-122.25,212.67
33080,76629706,2023-02-05,,1141.44
33095,76662799,2023-02-05,,135.95000000000002
33110,76698056,2023-02-05,,1253.01
33125,76720959,2023-02-05,93.03,629.72
33140,76787359,2023-02-05,,1791.39
33155,76799768,2023-02-05,,385.82000000000016
33170,76847816,2023-02-05,,612.4499999999998
33185,76857747,2023-02-05,-70.81,696.55
33200,76869201,2023-02-05,-84.35,183.68
33215,76869375,2023-02-05,-54.79,1108.02
33230,76953050,2023-02-05,129.47,492.6
33245,77010964,2023-02-05,91.81,990.92
33260,77017650,2023-02-05,,625.3
33275,77026279,2023-02-05,-39.2,86.85
33290,77207452,2023-02-05,,902.09
33305,77241606,2023-02-05,,655.33
33320,77243259,2023-02-05,,681.5600000000001
33335,77289104,2023-02-05,,882.22
33350,77342574,2023-02-05,,-2885.16
33365,77377150,2023-02-05,,664.9599999999999
33380,77379844,2023-02-05,,-189.13
33395,77387016,2023-02-05,505.0,1399.34
33410,77418940,2023-02-05,-121.59,429.3
33425,77447018,2023-02-05,,698.3
33440,77504884,2023-02-05,,916.33
33455,77551209,2023-02-05,-69.16,1733.9699999999998
33470,77554032,2023-02-05,,626.77
33485,77587664,2023-02-05,-90.66,606.28
33500,77646359,2023-02-05,,434.93
33515,77668890,2023-02-05,-149.93,1040.31
33530,77688406,2023-02-05,49.84,274.04
33545,77717508,2023-02-05,,365.83
33560,77722115,2023-02-05,34.84,608.48
33575,77737443,2023-02-05,,-82.36000000000001
33590,77792490,2023-02-05,,537.71
33605,77797288,2023-02-05,1852.7,1984.04
33620,77802960,2023-02-05,,157.47
33635,77838890,2023-02-05,,1036.77
33650,77841390,2023-02-05,,591.9100000000001
33665,77847751,2023-02-05,,850.14
33680,77867306,2023-02-05,,907.96
33695,77880852,2023-02-05,,2322.23
33710,77911836,2023-02-05,,-540.47
33725,77913078,2023-02-05,,800.3900000000001
33740,77917083,2023-02-05,-78.8,986.5
33755,77931114,2023-02-05,64.41,602.88
33770,77966293,2023-02-05,81.21,952.99
33785,77980498,2023-02-05,,612.69
33800,78004131,2023-02-05,,651.32
33815,78047487,2023-02-05,,417.33
33830,78065026,2023-02-05,-41.55,234.7
33845,78072161,2023-02-05,-175.05,733.44
33860,78076137,2023-02-05,-357.9,1116.83
33875,78129803,2023-02-05,540.8,644.8399999999999
33890,78133064,2023-02-05,,1986.38
33905,78167719,2023-02-05,,1907.65
33920,78175956,2023-02-05,,164.14999999999998
33935,78184766,2023-02-05,-109.41,-11.310000000000002
33950,78234498,2023-02-05,,2136.66
33965,78257880,2023-02-05,,1965.2
33980,78268704,2023-02-05,1138.76,2027.75
33995,78296743,2023-02-05,,-1589.9
34010,78303304,2023-02-05,,813.0799999999999
34025,78343618,2023-02-05,,-2632.22
34040,78362587,2023-02-05,,-2569.58
34055,78392456,2023-02-05,65.73,740.4399999999999
34070,78395863,2023-02-05,,751.04
34085,78493642,2023-02-05,,644.99
34100,78501355,2023-02-05,,2521.22
34115,78541427,2023-02-05,,1084.71
34130,78580221,2023-02-05,,377.1
34145,78584818,2023-02-05,,964.65
34160,78667134,2023-02-05,,636.72
34175,78673350,2023-02-05,,381.97
34190,78716149,2023-02-05,,424.7000000000001
34205,78767161,2023-02-05,-185.3,-163.34
34220,78773905,2023-02-05,,511.78
34235,78807944,2023-02-05,,217.24
34250,78844183,2023-02-05,-181.42,0.9300000000000068
34265,78905675,2023-02-05,-101.84,-312.78
34280,78913378,2023-02-05,-58.45,32.75
34295,78927989,2023-02-05,-1235.1499999999999,-387.27999999999975
34310,78945298,2023-02-05,235.28,2265.97
34325,78953379,2023-02-05,-271.46,-407.72
34340,79015773,2023-02-05,,631.39
34355,79033058,2023-02-05,,1267.0
34370,79036903,2023-02-05,,461.88
34385,79069274,2023-02-05,,581.1
34400,79090076,2023-02-05,,1407.38
34415,79091642,2023-02-05,110.12,1735.17
34430,79118116,2023-02-05,,398.81000000000006
34445,79147964,2023-02-05,-63.7,1066.69
34460,79163824,2023-02-05,,-25.459999999999923
34475,79169988,2023-02-05,,490.39
34490,79181666,2023-02-05,,704.21
34505,79213491,2023-02-05,-268.12,-8.629999999999995
34520,79307217,2023-02-05,,401.18
34535,79309039,2023-02-05,,835.62
34550,79325967,2023-02-05,,804.97
34565,79329254,2023-02-05,,984.43
34580,79355498,2023-02-05,-74.28,751.5
34595,79380893,2023-02-05,,247.58000000000004
34610,79415620,2023-02-05,,729.51
34625,79435523,2023-02-05,,1003.09
34640,79499412,2023-02-05,,1647.41
34655,79566165,2023-02-05,189.4,69.42
34670,79566627,2023-02-05,-17.69,-608.3
34685,79570236,2023-02-05,-158.27,-66.61000000000001
34700,79599747,2023-02-05,,538.01
34715,79632523,2023-02-05,-129.27,1129.74
34730,79656112,2023-02-05,,491.44999999999993
34745,79656355,2023-02-05,-85.62,2687.16
34760,79757019,2023-02-05,51.76,187.8
34775,79771974,2023-02-05,,1018.64
34790,79792810,2023-02-05,,196.8
34805,79933337,2023-02-05,,1882.25
34820,80001684,2023-02-05,-498.46999999999997,73.77000000000004
34835,80005822,2023-02-05,160.23,1090.31
34850,80015485,2023-02-05,-56.51,254.05
34865,80040176,2023-02-05,,577.65
34880,80046304,2023-02-05,190.01,1055.74
34895,80135904,2023-02-05,-92.28,1021.76
34910,80168427,2023-02-05,,-306.33000000000004
34925,80184223,2023-02-05,,52.59
34940,80244844,2023-02-05,,497.74
34955,80283776,2023-02-05,,269.81999999999994
34970,80291188,2023-02-05,-124.52,284.4
34985,80304720,2023-02-05,-68.75,716.37
35000,80325529,2023-02-05,-50.870000000000005,864.39
35015,80355773,2023-02-05,-122.18,863.31
35030,80360244,2023-02-05,-83.59,440.63
35045,80379245,2023-02-05,,883.6999999999999
35060,80391084,2023-02-05,,-117.94999999999992
35075,80428983,2023-02-05,,428.14
35090,80439799,2023-02-05,49.95,1018.18
35105,80464084,2023-02-05,80.67,17.530000000000012
35120,80504934,2023-02-05,,684.27
35135,80596699,2023-02-05,,618.8
35150,80610910,2023-02-05,164.35,159.94
35165,80678427,2023-02-05,142.28,309.23
35180,80678577,2023-02-05,,383.23
35195,80709302,2023-02-05,144.79,425.71
35210,80747298,2023-02-05,,768.33
35225,80758476,2023-02-05,,977.44
35240,80761210,2023-02-05,,415.22
35255,80778066,2023-02-05,,348.35
35270,80787776,2023-02-05,-1398.4,-745.5300000000002
35285,80808205,2023-02-05,73.78,-2381.0
35300,80811957,2023-02-05,85.92,225.87
35315,80812213,2023-02-05,,277.14
35330,80818151,2023-02-05,,385.9
35345,80877479,2023-02-05,-112.01,200.22
35360,80884901,2023-02-05,-179.02,274.68999999999994
35375,80889919,2023-02-05,,298.45
35390,80938878,2023-02-05,,53.96
35405,80939694,2023-02-05,102.47,1887.33
35420,80940019,2023-02-05,,653.5799999999999
35435,81049128,2023-02-05,,694.91
35450,81075588,2023-02-05,,490.46
35465,81087182,2023-02-05,-142.19,611.3399999999999
35480,81099534,2023-02-05,,255.16
35495,81145048,2023-02-05,859.9,903.33
35510,81159651,2023-02-05,126.51,548.66
35525,81181209,2023-02-05,,770.68
35540,81191580,2023-02-05,,584.56
35555,81200849,2023-02-05,,611.82
35570,81206535,2023-02-05,231.93,684.62
35585,81227009,2023-02-05,,569.15
35600,81245588,2023-02-05,-85.92,689.95
35615,81267006,2023-02-05,107.8,632.37
35630,81336389,2023-02-05,-106.54,111.91
35645,81336468,2023-02-05,37.98,570.0899999999999
35660,81337623,2023-02-05,,629.73
35675,81340143,2023-02-05,103.36,750.7
35690,81384411,2023-02-05,,-1010.83
35705,81398388,2023-02-05,,1116.73
35720,81445756,2023-02-05,,-1096.14
35735,81475774,2023-02-05,,1560.98
35750,81527490,2023-02-05,135.59,375.7000000000001
35765,81561788,2023-02-05,727.3499999999999,75.3399999999998
35780,81590655,2023-02-05,103.0,899.51
35795,81646873,2023-02-05,,109.5
35810,81651344,2023-02-05,,219.55
35825,81655495,2023-02-05,,-1826.4300000000003
35840,81662619,2023-02-05,,574.4300000000001
35855,81727860,2023-02-05,-99.25,93.19
35870,81740267,2023-02-05,,178.24
35885,81823420,2023-02-05,,562.98
35900,81855175,2023-02-05,,993.48
35915,81923993,2023-02-05,-637.3,49.07000000000005
35930,81932657,2023-02-05,,285.51
35945,81994568,2023-02-05,,2116.71
35960,82002852,2023-02-05,,964.88
35975,82023979,2023-02-05,,-170.51
35990,82027257,2023-02-05,,810.87
36005,82043720,2023-02-05,,738.24
36020,82101740,2023-02-05,,465.36
36035,82115900,2023-02-05,,446.89
36050,82177278,2023-02-05,,1037.3
36065,82188502,2023-02-05,,912.72
36080,82233451,2023-02-05,-167.85,725.23
36095,82259327,2023-02-05,1463.6,1367.47
36110,82263080,2023-02-05,,846.54
36125,82283956,2023-02-05,,295.43
36140,82303710,2023-02-05,,722.83
36155,82314789,2023-02-05,,701.51
36170,82424659,2023-02-05,-186.17,439.54
36185,82461559,2023-02-05,,553.88
36200,82543932,2023-02-05,3.719999999999999,178.04000000000002
36215,82558079,2023-02-05,,487.27
36230,82568859,2023-02-05,87.66,589.07
36245,82589836,2023-02-05,,816.8399999999999
36260,82696309,2023-02-05,,442.98
36275,82734145,2023-02-05,,464.31
36290,82764940,2023-02-05,,1935.25
36305,82776251,2023-02-05,,-352.94000000000017
36320,82807528,2023-02-05,,215.29
36335,82879607,2023-02-05,,72.18
36350,82911152,2023-02-05,,604.59
36365,82920281,2023-02-05,,-1656.2699999999998
36380,82927034,2023-02-05,,367.67
36395,82930132,2023-02-05,119.88,688.5600000000001
36410,83003822,2023-02-05,,143.12000000000003
36425,83056011,2023-02-05,,1097.78
36440,83067540,2023-02-05,,110.32999999999998
36455,83081615,2023-02-05,113.82,598.88
36470,83124388,2023-02-05,,797.94
36485,83128181,2023-02-05,,801.47
36500,83128544,2023-02-05,21.67,47.38
36515,83166098,2023-02-05,,711.0999999999999
36530,83187508,2023-02-05,-50.34,794.88
36545,83191889,2023-02-05,,434.62
36560,83202693,2023-02-05,,54.67
36575,83281565,2023-02-05,,968.83
36590,83302154,2023-02-05,,89.97000000000003
36605,83443439,2023-02-05,-103.0,1113.46
36620,83475318,2023-02-05,,133.13
36635,83530155,2023-02-05,,579.9200000000001
36650,83530541,2023-02-05,,630.6
36665,83531401,2023-02-05,,445.24
36680,83539050,2023-02-05,,172.33
36695,83557419,2023-02-05,-98.9,160.07999999999998
36710,83565726,2023-02-05,,-40.53999999999997
36725,83573848,2023-02-05,-170.9,810.0799999999999
36740,83639740,2023-02-05,,538.5799999999999
36755,83659554,2023-02-05,,548.94
36770,83668302,2023-02-05,,640.6700000000001
36785,83672404,2023-02-05,,-461.4
36800,83693383,2023-02-05,,80.54000000000002
36815,83698413,2023-02-05,,223.67
36830,83788130,2023-02-05,,291.7399999999999
36845,83796561,2023-02-05,,-1874.55
36860,83828891,2023-02-05,-96.19,684.4000000000001
36875,83852014,2023-02-05,-82.33,846.7
36890,83854141,2023-02-05,26.38,107.93
36905,83891783,2023-02-05,,-98.71
36920,83975923,2023-02-05,,680.6600000000001
36935,83981442,2023-02-05,,316.25
36950,84070285,2023-02-05,,-172.12
36965,84107088,2023-02-05,39.41,158.26
36980,84187157,2023-02-05,184.86,312.69000000000005
36995,84188877,2023-02-05,-183.91,486.65
37010,84275961,2023-02-05,,972.8
37025,84280969,2023-02-05,,254.17
37040,84290934,2023-02-05,-81.8,832.7
37055,84295462,2023-02-05,,1067.53
37070,84310867,2023-02-05,,323.78000000000003
37085,84333228,2023-02-05,-214.82999999999998,345.84
37100,84334262,2023-02-05,,509.46
37115,84366763,2023-02-05,76.24,700.29
37130,84375036,2023-02-05,,470.3200000000001
37145,84396180,2023-02-05,,157.98
37160,84406205,2023-02-05,46.34,864.97
37175,84411377,2023-02-05,,870.25
37190,84411930,2023-02-05,-132.61,725.95
37205,84416510,2023-02-05,,672.95
37220,84418749,2023-02-05,,625.97
37235,84448752,2023-02-05,,412.15
37250,84471701,2023-02-05,-55.81,192.83
37265,84656105,2023-02-05,,490.8200000000001
37280,84682032,2023-02-05,,608.6
37295,84695068,2023-02-05,,693.94
37310,84714323,2023-02-05,,1893.0
37325,84746166,2023-02-05,-59.8,791.51
37340,84778718,2023-02-05,101.46,660.0899999999999
37355,84822607,2023-02-05,,397.78
37370,84853260,2023-02-05,,925.31
37385,84928531,2023-02-05,,347.28
37400,84951477,2023-02-05,,287.93
37415,84964879,2023-02-05,45.42,797.03
37430,84969883,2023-02-05,139.34,-495.0500000000002
37445,84995019,2023-02-05,146.21,1441.02
37460,85001424,2023-02-05,,549.6299999999999
37475,85057916,2023-02-05,74.52,749.6899999999999
37490,85128569,2023-02-05,,455.26
37505,85140734,2023-02-05,,1105.21
37520,85156953,2023-02-05,103.29,1068.37
37535,85177718,2023-02-05,-131.36,860.1199999999999
37550,85182642,2023-02-05,,451.38
37565,85192761,2023-02-05,-1922.5,-844.26
37580,85238291,2023-02-05,-94.84,-246.9300000000001
37595,85250129,2023-02-05,,358.84000000000003
37610,85265080,2023-02-05,,788.02
37625,85310930,2023-02-05,,688.91
37640,85336547,2023-02-05,,906.33
37655,85341369,2023-02-05,36.56,778.3
37670,85344981,2023-02-05,-85.08,789.38
37685,85362253,2023-02-05,,487.53
37700,85399459,2023-02-05,,616.24
37715,85420056,2023-02-05,,133.79
37730,85423742,2023-02-05,,216.05
37745,85435135,2023-02-05,,127.96
37760,85482194,2023-02-05,114.53,1272.25
37775,85490561,2023-02-05,,491.48
37790,85493851,2023-02-05,-121.03,675.32
37805,85496714,2023-02-05,,14.740000000000007
37820,85498335,2023-02-05,,664.57
37835,85498936,2023-02-05,,-1887.73
37850,85501046,2023-02-05,158.24,360.96
37865,85503501,2023-02-05,130.64999999999998,49.68999999999997
37880,85551186,2023-02-05,,909.25
37895,85559926,2023-02-05,,297.6
37910,85562851,2023-02-05,,213.81
37925,85609963,2023-02-05,142.79,757.3399999999999
37940,85652943,2023-02-05,,-414.8299999999999
37955,85679194,2023-02-05,,891.99
37970,85709972,2023-02-05,45.1,981.67
37985,85723355,2023-02-05,-6.72,738.62
38000,85724829,2023-02-05,,213.44
38015,85771346,2023-02-05,,458.88
38030,85826354,2023-02-05,100.81,684.74
38045,85839285,2023-02-05,,1228.73
38060,85841767,2023-02-05,,361.31
38075,85846175,2023-02-05,,74.03
38090,85848442,2023-02-05,,-23.510000000000005
38105,85874418,2023-02-05,,-56.21999999999994
38120,85902834,2023-02-05,,470.04
38135,85919813,2023-02-05,,754.16
38150,85924719,2023-02-05,,472.05
38165,85939269,2023-02-05,-181.23,454.46
38180,85940057,2023-02-05,-1086.5500000000002,403.99
38195,85951663,2023-02-05,,901.21
38210,85994636,2023-02-05,,550.51
38225,86007729,2023-02-05,97.55,418.33
38240,86020532,2023-02-05,-95.98,876.97
38255,86031592,2023-02-05,78.96,552.8699999999999
38270,86053438,2023-02-05,,1421.51
38285,86068003,2023-02-05,,440.61
38300,86086812,2023-02-05,,726.21
38315,86092750,2023-02-05,,1213.57
38330,86106528,2023-02-05,,359.27
38345,86108287,2023-02-05,61.25,584.86
38360,86131065,2023-02-05,-114.02,806.0600000000001
38375,86155528,2023-02-05,,853.94
38390,86169883,2023-02-05,,452.25
38405,86190489,2023-02-05,860.7,990.33
38420,86207903,2023-02-05,-97.55,641.44
38435,86218347,2023-02-05,,646.82
38450,86228741,2023-02-05,,562.04
38465,86263956,2023-02-05,,852.67
38480,86266595,2023-02-05,198.59999999999997,696.88
38495,86268635,2023-02-05,,993.46
38510,86272488,2023-02-05,144.1,-77.7
38525,86297017,2023-02-05,,758.68
38540,86339581,2023-02-05,,218.82
38555,86339899,2023-02-05,,518.9799999999999
38570,86406958,2023-02-05,,814.7399999999999
38585,86439949,2023-02-05,-109.7,667.14
38600,86489618,2023-02-05,,483.39
38615,86496446,2023-02-05,,39.23
38630,86530050,2023-02-05,,331.41
38645,86596620,2023-02-05,,555.4300000000001
38660,86624158,2023-02-05,97.55,791.6099999999999
38675,86637863,2023-02-05,-78.36,855.24
38690,86655008,2023-02-05,,-396.10000000000014
38705,86698396,2023-02-05,,427.89
38720,86728138,2023-02-05,,-39.41999999999999
38735,86737119,2023-02-05,-772.5,-254.66000000000005
38750,86765156,2023-02-05,-65.68,343.72
38765,86785126,2023-02-05,-80.83,-156.81999999999996
38780,86788651,2023-02-05,,878.06
38795,86795912,2023-02-05,-119.75,176.2
38810,86816054,2023-02-05,,501.45
38825,86864320,2023-02-05,183.42,690.98
38840,86870860,2023-02-05,-146.29,-585.12
38855,86893452,2023-02-05,,-449.0200000000001
38870,86941058,2023-02-05,1233.7,2224.4300000000003
38885,86995846,2023-02-05,,905.57
38900,87010556,2023-02-05,,216.37
38915,87101816,2023-02-05,,144.20999999999992
38930,87121270,2023-02-05,,-59.53
38945,87133080,2023-02-05,-197.22,750.1999999999999
38960,87171530,2023-02-05,-55.38,654.92
38975,87179572,2023-02-05,-69.93,1902.46
38990,87195449,2023-02-05,,493.58
39005,87231063,2023-02-05,,389.64
39020,87261089,2023-02-05,,613.62
39035,87261106,2023-02-05,,203.16
39050,87276000,2023-02-05,-74.37,1051.32
39065,87297577,2023-02-05,117.54,321.02000000000004
39080,87325576,2023-02-05,,302.95
39095,87356428,2023-02-05,,705.05
39110,87373821,2023-02-05,,739.15
39125,87433733,2023-02-05,-71.17,-70.93
39140,87456121,2023-02-05,,334.19
39155,87504607,2023-02-05,,783.81
39170,87533652,2023-02-05,,179.18
39185,87543952,2023-02-05,,14.85
